trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",35,0,-188.8590639893735,"{0: 21, 1: 5, 2: 5, 3: 1, 4: 3}",0
2,False,"{'a': 0.5, 'e': 1.0}",35,0,-89.65647737221887,"{0: 21, 1: 7, 2: 6, 3: 1, 4: 0}",0
